index,title,awards,year,is_winner,channel
98,godless,Directing for a TV Movie/Limited Series,2018,FALSE,Netflix
99,jesus christ superstar live in concert,Directing for a TV Movie/Limited Series,2018,FALSE,NBC
100,paterno,Directing for a TV Movie/Limited Series,2018,FALSE,HBO
101,twin peaks,Directing for a TV Movie/Limited Series,2018,FALSE,Showtime
102,patrick melrose,Directing for a TV Movie/Limited Series,2018,FALSE,Showtime
103,the assassination of gianni versace: american crime story,Directing for a TV Movie/Limited Series,2018,TRUE,
104,the looming tower,Directing for a TV Movie/Limited Series,2018,FALSE,Hulu
105,american vandal,Writing for a TV Movie/Limited Series,2018,FALSE,Netflix
106,godless,Writing for a TV Movie/Limited Series,2018,FALSE,Netflix
107,patrick melrose,Writing for a TV Movie/Limited Series,2018,FALSE,Showtime
108,the assassination of gianni versace: american crime story,Writing for a TV Movie/Limited Series,2018,FALSE,
109,twin peaks,Writing for a TV Movie/Limited Series,2018,FALSE,Showtime
110,u.s.s. callister (black mirror),Writing for a TV Movie/Limited Series,2018,TRUE,
111,godless,"Supporting Actor, TV Movie/Limited Series",2018,TRUE,Netflix
112,jesus christ superstar live in concert,"Supporting Actor, TV Movie/Limited Series",2018,FALSE,NBC
113,aco,"Supporting Actor, TV Movie/Limited Series",2018,FALSE,
114,the assassination of gianni versace: american crime story,"Supporting Actor, TV Movie/Limited Series",2018,FALSE,
115,the assassination of gianni versace: american crime story,"Supporting Actor, TV Movie/Limited Series",2018,FALSE,
116,the looming tower,"Supporting Actor, TV Movie/Limited Series",2018,FALSE,Hulu
117,the assassination of gianni versace: american crime story,"Supporting Actor, TV Movie/Limited Series",2018,FALSE,
118,jesus christ superstar live in concert,"Supporting Actress, TV Movie/Limited Series",2018,FALSE,NBC
119,the assassination of gianni versace: american crime story,"Supporting Actress, TV Movie/Limited Series",2018,FALSE,
120,the assassination of gianni versace: american crime story,"Supporting Actress, TV Movie/Limited Series",2018,FALSE,
121,american horror story: cult,"Supporting Actress, TV Movie/Limited Series",2018,FALSE,
122,godless,"Supporting Actress, TV Movie/Limited Series",2018,TRUE,Netflix
123,black museum (black mirror),"Supporting Actress, TV Movie/Limited Series",2018,FALSE,
124,black-ish,"Lead Actor, Comedy",2018,FALSE,ABC
125,the good place,"Lead Actor, Comedy",2018,FALSE,NBC
126,curb your enthusiasm,"Lead Actor, Comedy",2018,FALSE,HBO
127,atlanta,"Lead Actor, Comedy",2018,FALSE,FX
128,barry,"Lead Actor, Comedy",2018,TRUE,HBO
129,shameless,"Lead Actor, Comedy",2018,FALSE,Showtime
130,better things,"Lead Actress, Comedy",2018,FALSE,FX
131,the marvelous mrs. maisel,"Lead Actress, Comedy",2018,TRUE,
132,mom,"Lead Actress, Comedy",2018,FALSE,CBS
133,nsecure,"Lead Actress, Comedy",2018,FALSE,
134,black-ish,"Lead Actress, Comedy",2018,FALSE,ABC
135,grace and frankie,"Lead Actress, Comedy",2018,FALSE,Netflix
136,atlanta,Directing for a Comedy Series,2018,FALSE,FX
137,atlanta,Directing for a Comedy Series,2018,FALSE,FX
138,barry,Directing for a Comedy Series,2018,FALSE,HBO
139,glow,Directing for a Comedy Series,2018,FALSE,Netflix
140,silicon valley,Directing for a Comedy Series,2018,FALSE,HBO
141,the marvelous mrs. maisel,Directing for a Comedy Series,2018,TRUE,
142,the big bang theory,Directing for a Comedy Series,2018,FALSE,CBS
143,atlanta,Writing for a Comedy Series,2018,FALSE,FX
144,atlanta,Writing for a Comedy Series,2018,FALSE,FX
145,barry,Writing for a Comedy Series,2018,FALSE,HBO
146,barry,Writing for a Comedy Series,2018,FALSE,HBO
147,silicon valley,Writing for a Comedy Series,2018,FALSE,HBO
148,the marvelous mrs. maisel,Writing for a Comedy Series,2018,TRUE,
149,atlanta,"Supporting Actress, Comedy",2018,FALSE,FX
150,the marvelous  mrs. maisel,"Supporting Actress, Comedy",2018,TRUE,
151,saturday night live,"Supporting Actress, Comedy",2018,FALSE,NBC
152,glow,"Supporting Actress, Comedy",2018,FALSE,Netflix
153,saturday night live,"Supporting Actress, Comedy",2018,FALSE,NBC
154,saturday night live,"Supporting Actress, Comedy",2018,FALSE,NBC
155,oseanne,"Supporting Actress, Comedy",2018,FALSE,
156,ill & grace,"Supporting Actress, Comedy",2018,FALSE,
157,baskets,"Supporting Actor, Comedy",2018,FALSE,FX
158,saturday night live,"Supporting Actor, Comedy",2018,FALSE,NBC
159,unbreakable kimmy schmidt,"Supporting Actor, Comedy",2018,FALSE,Netflix
160,atlanta,"Supporting Actor, Comedy",2018,FALSE,FX
161,the marvelous mrs. maisel,"Supporting Actor, Comedy",2018,FALSE,
162,saturday night live,"Supporting Actor, Comedy",2018,FALSE,NBC
163,barry,"Supporting Actor, Comedy",2018,TRUE,HBO
0,better call saul,Drama Series,2019,FALSE,Netflix
1,bodyguard,Drama Series,2019,FALSE,Netflix
2,game of thrones,Drama Series,2019,TRUE,HBO
3,killing eve,Drama Series,2019,FALSE,BBC
4,ozark,Drama Series,2019,FALSE,Netflix
5,pose,Drama Series,2019,TRUE,FX
6,succession,Drama Series,2019,FALSE,HBO
7,this is us,Drama Series,2019,FALSE,ABC
8,ozark,"Lead Actor, Drama",2019,FALSE,Netflix
9,this is us,"Lead Actor, Drama",2019,FALSE,ABC
10,game of thrones,"Lead Actor, Drama",2019,FALSE,HBO
11,better call saul,"Lead Actor, Drama",2019,FALSE,Netflix
12,pose,"Lead Actor, Drama",2019,FALSE,FX
13,this is us,"Lead Actor, Drama",2019,FALSE,ABC
14,game of thrones,"Lead Actress, Drama",2019,FALSE,HBO
15,killing eve,"Lead Actress, Drama",2019,TRUE,BBC
16,how to get away with murder,"Lead Actress, Drama",2019,FALSE,ABC
17,ozark,"Lead Actress, Drama",2019,FALSE,Netflix
18,this is us,"Lead Actress, Drama",2019,FALSE,ABC
19,killing eve,"Lead Actress, Drama",2019,FALSE,BBC
20,house of cards,"Lead Actress, Drama",2019,FALSE,Netflix
21,game of thrones,"Supporting Actor, Drama",2019,FALSE,HBO
22,better call saul,"Supporting Actor, Drama",2019,FALSE,Netflix
23,game of thrones,"Supporting Actor, Drama",2019,FALSE,HBO
24,game of thrones,"Supporting Actor, Drama",2019,TRUE,HBO
25,better call saul,"Supporting Actor, Drama",2019,FALSE,Netflix
26,house of cards,"Supporting Actor, Drama",2019,FALSE,Netflix
27,this is us,"Supporting Actor, Drama",2019,FALSE,ABC
28,game of thrones,"Supporting Actress, Drama",2019,FALSE,HBO
29,ozark,"Supporting Actress, Drama",2019,TRUE,Netflix
30,game of thrones,"Supporting Actress, Drama",2019,FALSE,HBO
31,killing eve,"Supporting Actress, Drama",2019,FALSE,BBC
32,game of thrones,"Supporting Actress, Drama",2019,FALSE,HBO
33,game of thrones,"Supporting Actress, Drama",2019,FALSE,HBO
34,game of thrones,Directing for a Drama,2019,FALSE,HBO
35,game of thrones,Directing for a Drama,2019,FALSE,HBO
36,game of thrones,Directing for a Drama,2019,FALSE,HBO
37,killing eve,Directing for a Drama,2019,FALSE,BBC
38,ozark,Directing for a Drama,2019,TRUE,Netflix
39,succession,Directing for a Drama,2019,FALSE,HBO
40,the handmaid's tale,Directing for a Drama,2019,FALSE,
41,better call saul,Writing for a Drama Series,2019,FALSE,Netflix
42,bodyguard,Writing for a Drama Series,2019,FALSE,Netflix
43,game of thrones,Writing for a Drama Series,2019,FALSE,HBO
44,killing eve,Writing for a Drama Series,2019,FALSE,BBC
45,succession,Writing for a Drama Series,2019,TRUE,HBO
46,the handmaid’s tale,Writing for a Drama Series,2019,FALSE,
47,barry,Comedy Series,2019,FALSE,HBO
48,fleabag,Comedy Series,2019,TRUE,Fleabag
49,the good place,Comedy Series,2019,FALSE,NBC
50,the marvelous mrs. maisel,Comedy Series,2019,FALSE,
51,russian doll,Comedy Series,2019,FALSE,Netflix
52,schitt’s creek,Comedy Series,2019,FALSE,Pop TV
53,veep,Comedy Series,2019,FALSE,HBO
54,black-ish,"Lead Actor, Comedy",2019,FALSE,ABC
55,black monday,"Lead Actor, Comedy",2019,FALSE,Showtime
56,the good place,"Lead Actor, Comedy",2019,FALSE,NBC
57,the kominsky method,"Lead Actor, Comedy",2019,FALSE,Netflix
58,barry,"Lead Actor, Comedy",2019,TRUE,HBO
59,schitt’s creek,"Lead Actor, Comedy",2019,FALSE,Pop TV
60,dead to me,"Lead Actress, Comedy",2019,FALSE,CBS
61,the marvelous mrs. maisel,"Lead Actress, Comedy",2019,FALSE,
62,veep,"Lead Actress, Comedy",2019,FALSE,HBO
63,russian doll,"Lead Actress, Comedy",2019,FALSE,Netflix
64,schitt’s creek,"Lead Actress, Comedy",2019,FALSE,Pop TV
65,fleabag,"Lead Actress, Comedy",2019,TRUE,Fleabag
66,the kominsky method,"Supporting Actor, Comedy",2019,FALSE,Netflix
67,barry,"Supporting Actor, Comedy",2019,FALSE,HBO
68,veep,"Supporting Actor, Comedy",2019,FALSE,HBO
69,barry,"Supporting Actor, Comedy",2019,FALSE,HBO
70,the marvelous mrs. maisel,"Supporting Actor, Comedy",2019,TRUE,
71,barry,"Supporting Actor, Comedy",2019,FALSE,HBO
72,the marvelous mrs. maisel,"Supporting Actress, Comedy",2019,FALSE,
73,veep,"Supporting Actress, Comedy",2019,FALSE,HBO
74,fleabag,"Supporting Actress, Comedy",2019,FALSE,Fleabag
75,fleabag,"Supporting Actress, Comedy",2019,FALSE,Fleabag
76,glow,"Supporting Actress, Comedy",2019,FALSE,Netflix
77,barry,"Supporting Actress, Comedy",2019,FALSE,HBO
78,the marvelous mrs. maisel,"Supporting Actress, Comedy",2019,TRUE,
79,saturday night live,"Supporting Actress, Comedy",2019,FALSE,NBC
80,barry,Writing for a Comedy Series,2019,FALSE,HBO
81,fleabag,Writing for a Comedy Series,2019,TRUE,Fleabag
82,pen15,Writing for a Comedy Series,2019,FALSE,Hulu
83,russian doll,Writing for a Comedy Series,2019,FALSE,Netflix
84,russian doll,Writing for a Comedy Series,2019,FALSE,Netflix
85,the good place,Writing for a Comedy Series,2019,FALSE,NBC
86,barry,Directing for a Comedy Series,2019,FALSE,HBO
87,barry,Directing for a Comedy Series,2019,FALSE,HBO
88,the big bang theory,Directing for a Comedy Series,2019,FALSE,CBS
89,fleabag,Directing for a Comedy Series,2019,TRUE,Fleabag
90,the marvelous mrs. maisel,Directing for a Comedy Series,2019,FALSE,
91,the marvelous mrs. maisel,Directing for a Comedy Series,2019,FALSE,
92,chernobyl,Limited Series,2019,TRUE,HBO
93,escape at dannemora,Limited Series,2019,FALSE,Showtime
94,fosse/verdon,Limited Series,2019,FALSE,FX
95,sharp objects,Limited Series,2019,FALSE,HBO
96,when they see us,Limited Series,2019,FALSE,Netflix
97,sharp objects,"Lead Actress, TV Movie/Limited Series",2019,FALSE,HBO
98,escape at dannemora,"Lead Actress, TV Movie/Limited Series",2019,FALSE,Showtime
99,when they see us,"Lead Actress, TV Movie/Limited Series",2019,FALSE,Netflix
100,the act,"Lead Actress, TV Movie/Limited Series",2019,FALSE,Hulu
101,when they see us,"Lead Actress, TV Movie/Limited Series",2019,TRUE,Netflix
102,fosse/verdon,"Lead Actress, TV Movie/Limited Series",2019,FALSE,FX
103,true detective,"Lead Actor, TV Movie/Limited Series",2019,FALSE,HBO
104,escape at dannemora,"Lead Actor, TV Movie/Limited Series",2019,FALSE,Showtime
105,a very english scandal,"Lead Actor, TV Movie/Limited Series",2019,FALSE,Amazon Studios
106,chernobyl,"Lead Actor, TV Movie/Limited Series",2019,FALSE,HBO
107,when they see us,"Lead Actor, TV Movie/Limited Series",2019,FALSE,Netflix
108,fosse/verdon,"Lead Actor, TV Movie/Limited Series",2019,FALSE,FX
109,when they see us,"Supporting Actor, TV Movie/Limited Series",2019,FALSE,Netflix
110,escape at dannemora,"Supporting Actor, TV Movie/Limited Series",2019,FALSE,Showtime
111,when they see us,"Supporting Actor, TV Movie/Limited Series",2019,FALSE,Netflix
112,chernobyl,"Supporting Actor, TV Movie/Limited Series",2019,FALSE,HBO
113,a very english scandal,"Supporting Actor, TV Movie/Limited Series",2019,TRUE,Amazon Studios
114,when they see us,"Supporting Actor, TV Movie/Limited Series",2019,FALSE,Netflix
115,the act,"Supporting Actress, TV Movie/Limited Series",2019,TRUE,Hulu
116,when they see us,"Supporting Actress, TV Movie/Limited Series",2019,FALSE,Netflix
117,sharp objects,"Supporting Actress, TV Movie/Limited Series",2019,FALSE,HBO
118,when they see us,"Supporting Actress, TV Movie/Limited Series",2019,FALSE,Netflix
119,fosse/verdon,"Supporting Actress, TV Movie/Limited Series",2019,FALSE,FX
120,chernobyl,"Supporting Actress, TV Movie/Limited Series",2019,FALSE,HBO
121,a very english scandal,Directing for a TV Movie/Limited Series,2019,FALSE,Amazon Studios
122,chernobyl,Directing for a TV Movie/Limited Series,2019,TRUE,HBO
123,escape at dannemora,Directing for a TV Movie/Limited Series,2019,FALSE,Showtime
124,fosse/verdon,Directing for a TV Movie/Limited Series,2019,FALSE,FX
125,fosse/verdon,Directing for a TV Movie/Limited Series,2019,FALSE,FX
126,when they see us,Directing for a TV Movie/Limited Series,2019,FALSE,Netflix
127,a very english scandal,Writing for a TV Movie/Limited Series,2019,FALSE,Amazon Studios
128,chernobyl,Writing for a TV Movie/Limited Series,2019,TRUE,HBO
129,escape at dannemora,Writing for a TV Movie/Limited Series,2019,FALSE,Showtime
130,escape at dannemora,Writing for a TV Movie/Limited Series,2019,FALSE,Showtime
131,fosse/verdon,Writing for a TV Movie/Limited Series,2019,FALSE,FX
132,when they see us,Writing for a TV Movie/Limited Series,2019,FALSE,Netflix
133,black mirror: bandersnatch,TV Movie,2019,TRUE,
134,brexit,TV Movie,2019,FALSE,HBO
135,deadwood: the movie,TV Movie,2019,FALSE,HBO
136,king lear,TV Movie,2019,FALSE,Amazon Studios
137,my dinner with hervé,TV Movie,2019,FALSE,HBO
138,american ninja warrior,Reality Competition Series,2019,FALSE,NBC
139,nailed it!,Reality Competition Series,2019,FALSE,Netflix
140,rupaul’s drag race,Reality Competition Series,2019,TRUE,
141,the amazing race,Reality Competition Series,2019,FALSE,CBS
142,the voice,Reality Competition Series,2019,FALSE,NBC
143,top chef,Reality Competition Series,2019,FALSE,Bravo
144,the daily show with trevor noah,Variety Talk Series,2019,FALSE,Comedy Central
145,full frontal with samantha bee,Variety Talk Series,2019,FALSE,TBS
146,jimmy kimmel live!,Variety Talk Series,2019,FALSE,ABC
147,last week tonight with john oliver,Variety Talk Series,2019,TRUE,HBO
148,the late late show with james corden,Variety Talk Series,2019,FALSE,CBS
149,the late show with stephen colbert,Variety Talk Series,2019,FALSE,CBS
150,at home with amy sedaris,Variety Sketch Series,2019,FALSE,truTV
151,documentary now!,Variety Sketch Series,2019,FALSE,IFC
152,drunk history,Variety Sketch Series,2019,FALSE,Comedy Central
153,i love you america with sarah silverman,Variety Sketch Series,2019,FALSE,Hulu
154,saturday night live,Variety Sketch Series,2019,TRUE,NBC
155,who is america?,Variety Sketch Series,2019,FALSE,Showtime
0,better call saul,Drama Series,2020,FALSE,Netflix
1,the crown,Drama Series,2020,FALSE,Netflix
2,the handmaid’s tale,Drama Series,2020,FALSE,
3,killing eve,Drama Series,2020,FALSE,BBC
4,the mandalorian,Drama Series,2020,FALSE,Disney+
5,ozark,Drama Series,2020,FALSE,Netflix
6,stranger things,Drama Series,2020,FALSE,Netflix
7,succession,Drama Series,2020,TRUE,HBO
8,the crown,"Supporting Actress, Drama",2020,FALSE,Netflix
9,big little lies,"Supporting Actress, Drama",2020,FALSE,HBO
10,ozark,"Supporting Actress, Drama",2020,TRUE,Netflix
11,westworld,"Supporting Actress, Drama",2020,FALSE,HBO
12,killing eve,"Supporting Actress, Drama",2020,FALSE,BBC
13,succession,"Supporting Actress, Drama",2020,FALSE,HBO
14,big little lies,"Supporting Actress, Drama",2020,FALSE,HBO
15,the handmaid’s tale,"Supporting Actress, Drama",2020,FALSE,
16,succession,"Supporting Actor, Drama",2020,FALSE,HBO
17,the morning show,"Supporting Actor, Drama",2020,TRUE,Apple TV
18,succession,"Supporting Actor, Drama",2020,FALSE,HBO
19,the morning show,"Supporting Actor, Drama",2020,FALSE,Apple TV
20,better call saul,"Supporting Actor, Drama",2020,FALSE,Netflix
21,succession,"Supporting Actor, Drama",2020,FALSE,HBO
22,the handmaid’s tale,"Supporting Actor, Drama",2020,FALSE,
23,westworld,"Supporting Actor, Drama",2020,FALSE,HBO
24,the crown,Directing for a Drama,2020,FALSE,Netflix
25,the crown,Directing for a Drama,2020,FALSE,Netflix
26,homeland,Directing for a Drama,2020,FALSE,Showtime
27,the morning show,Directing for a Drama,2020,FALSE,Apple TV
28,ozark,Directing for a Drama,2020,FALSE,Netflix
29,ozark,Directing for a Drama,2020,FALSE,Netflix
30,succession,Directing for a Drama,2020,TRUE,HBO
31,succession,Directing for a Drama,2020,FALSE,HBO
32,better call saul,Writing for a Drama Series,2020,FALSE,Netflix
33,better call saul,Writing for a Drama Series,2020,FALSE,Netflix
34,the crown,Writing for a Drama Series,2020,FALSE,Netflix
35,ozark,Writing for a Drama Series,2020,FALSE,Netflix
36,ozark,Writing for a Drama Series,2020,FALSE,Netflix
37,ozark,Writing for a Drama Series,2020,FALSE,Netflix
38,succession,Writing for a Drama Series,2020,TRUE,HBO
39,the morning show,"Lead Actress, Drama",2020,FALSE,Apple TV
40,the crown,"Lead Actress, Drama",2020,FALSE,Netflix
41,killing eve,"Lead Actress, Drama",2020,FALSE,BBC
42,ozark,"Lead Actress, Drama",2020,FALSE,Netflix
43,killing eve,"Lead Actress, Drama",2020,FALSE,BBC
44,euphoria,"Lead Actress, Drama",2020,TRUE,HBO
45,ozark,"Lead Actor, Drama",2020,FALSE,Netflix
46,this is us,"Lead Actor, Drama",2020,FALSE,ABC
47,the morning show,"Lead Actor, Drama",2020,FALSE,Apple TV
48,succession,"Lead Actor, Drama",2020,FALSE,HBO
49,pose,"Lead Actor, Drama",2020,FALSE,FX
50,succession,"Lead Actor, Drama",2020,TRUE,HBO
51,the masked singer,Reality Competition Series,2020,FALSE,Fox
52,nailed it!,Reality Competition Series,2020,FALSE,Netflix
53,rupaul’s drag race,Reality Competition Series,2020,TRUE,
54,top chef,Reality Competition Series,2020,FALSE,Bravo
55,the voice,Reality Competition Series,2020,FALSE,NBC
56,little fires everywhere,Limited Series,2020,FALSE,Hulu
57,mrs. america,Limited Series,2020,FALSE,FX
58,unbelievable,Limited Series,2020,FALSE,CBS
59,unorthodox,Limited Series,2020,FALSE,Netflix
60,watchmen,Limited Series,2020,TRUE,HBO
61,mrs. america,"Supporting Actress, TV Movie/Limited Series",2020,TRUE,FX
62,unbelievable,"Supporting Actress, TV Movie/Limited Series",2020,FALSE,CBS
63,mrs. america,"Supporting Actress, TV Movie/Limited Series",2020,FALSE,FX
64,watchmen,"Supporting Actress, TV Movie/Limited Series",2020,FALSE,HBO
65,hollywood,"Supporting Actress, TV Movie/Limited Series",2020,FALSE,Netflix
66,mrs. america,"Supporting Actress, TV Movie/Limited Series",2020,FALSE,FX
67,watchmen,"Supporting Actor, TV Movie/Limited Series",2020,TRUE,HBO
68,watchmen,"Supporting Actor, TV Movie/Limited Series",2020,FALSE,HBO
69,unbreakable kimmy schmidt: kimmy vs. the reverend,"Supporting Actor, TV Movie/Limited Series",2020,FALSE,
70,watchmen,"Supporting Actor, TV Movie/Limited Series",2020,FALSE,HBO
71,hollywood,"Supporting Actor, TV Movie/Limited Series",2020,FALSE,Netflix
72,hollywood,"Supporting Actor, TV Movie/Limited Series",2020,FALSE,Netflix
73,little fires everywhere,Directing for a TV Movie/Limited Series,2020,FALSE,Huu
74,normal people,Directing for a TV Movie/Limited Series,2020,FALSE,Hulu
75,unorthodox,Directing for a TV Movie/Limited Series,2020,TRUE,Netflix
76,watchmen,Directing for a TV Movie/Limited Series,2020,FALSE,HBO
77,watchmen,Directing for a TV Movie/Limited Series,2020,FALSE,HBO
78,watchmen,Directing for a TV Movie/Limited Series,2020,FALSE,HBO
79,mrs. america,Writing for a TV Movie/Limited Series,2020,FALSE,FX
80,normal people,Writing for a TV Movie/Limited Series,2020,FALSE,Hulu
81,unbelievable,Writing for a TV Movie/Limited Series,2020,FALSE,CBS
82,unorthodox,Writing for a TV Movie/Limited Series,2020,FALSE,Netflix
83,watchmen,Writing for a TV Movie/Limited Series,2020,TRUE,HBO
84,watchmen,"Lead Actor, TV Movie/Limited Series",2020,FALSE,HBO
85,bad education,"Lead Actor, TV Movie/Limited Series",2020,FALSE,HBO
86,normal people,"Lead Actor, TV Movie/Limited Series",2020,FALSE,Hulu
87,hollywood,"Lead Actor, TV Movie/Limited Series",2020,FALSE,Netflix
88,i know this much is true,"Lead Actor, TV Movie/Limited Series",2020,TRUE,HBO
89,mrs. america,"Lead Actress, TV Movie/Limited Series",2020,FALSE,FX
90,unorthodox,"Lead Actress, TV Movie/Limited Series",2020,FALSE,Netflix
91,watchmen,"Lead Actress, TV Movie/Limited Series",2020,TRUE,HBO
92,self made,"Lead Actress, TV Movie/Limited Series",2020,FALSE,Netflix
93,little fires everywhere,"Lead Actress, TV Movie/Limited Series",2020,FALSE,Huu
94,the daily show with trevor noah,Variety Talk Series,2020,FALSE,Comedy Central
95,full frontal with samantha bee,Variety Talk Series,2020,FALSE,TBS
96,jimmy kimmel live!,Variety Talk Series,2020,FALSE,ABC
97,last week tonight with john oliver,Variety Talk Series,2020,TRUE,HBO
98,the late show with stephen colbert,Variety Talk Series,2020,FALSE,CBS
99,curb your enthusiasm,Comedy Series,2020,FALSE,HBO
100,dead to me,Comedy Series,2020,FALSE,CBS
101,the good place,Comedy Series,2020,FALSE,NBC
102,insecure,Comedy Series,2020,FALSE,HBO
103,the kominsky method,Comedy Series,2020,FALSE,Netflix
104,the marvelous mrs. maisel,Comedy Series,2020,FALSE,
105,schitt’s creek,Comedy Series,2020,TRUE,Pop TV
106,what we do in the shadows,Comedy Series,2020,FALSE,FX
107,the marvelous mrs. maisel,"Supporting Actress, Comedy",2020,FALSE,
108,the good place,"Supporting Actress, Comedy",2020,FALSE,NBC
109,glow,"Supporting Actress, Comedy",2020,FALSE,Netflix
110,the marvelous mrs. maisel,"Supporting Actress, Comedy",2020,FALSE,
111,saturday night live,"Supporting Actress, Comedy",2020,FALSE,NBC
112,schitt’s creek,"Supporting Actress, Comedy",2020,TRUE,Pop TV
113,insecure,"Supporting Actress, Comedy",2020,FALSE,HBO
114,saturday night live,"Supporting Actress, Comedy",2020,FALSE,NBC
115,ramy,"Supporting Actor, Comedy",2020,FALSE,Hulu
116,the kominsky method,"Supporting Actor, Comedy",2020,FALSE,Netflix
117,brooklyn nine-nine,"Supporting Actor, Comedy",2020,FALSE,NBC
118,the marvelous mrs. maisel,"Supporting Actor, Comedy",2020,FALSE,
119,the good place,"Supporting Actor, Comedy",2020,FALSE,NBC
120,schitt’s creek,"Supporting Actor, Comedy",2020,TRUE,Pop TV
121,the marvelous mrs. maisel,"Supporting Actor, Comedy",2020,FALSE,
122,saturday night live,"Supporting Actor, Comedy",2020,FALSE,NBC
123,the great,Directing for a Comedy Series,2020,FALSE,Hulu
124,the marvelous mrs. maisel,Directing for a Comedy Series,2020,FALSE,
125,the marvelous mrs. maisel,Directing for a Comedy Series,2020,FALSE,
126,modern family,Directing for a Comedy Series,2020,FALSE,ABC
127,ramy,Directing for a Comedy Series,2020,FALSE,Hulu
128,schitt’s creek,Directing for a Comedy Series,2020,TRUE,Pop TV
129,will & grace,Directing for a Comedy Series,2020,FALSE,NBC
130,the good place,Writing for a Comedy Series,2020,FALSE,NBC
131,the great,Writing for a Comedy Series,2020,FALSE,Hulu
132,schitt’s creek,Writing for a Comedy Series,2020,TRUE,Pop TV
133,schitt’s creek,Writing for a Comedy Series,2020,FALSE,Pop TV
134,what we do in the shadows,Writing for a Comedy Series,2020,FALSE,FX
135,what we do in the shadows,Writing for a Comedy Series,2020,FALSE,FX
136,what we do in the shadows,Writing for a Comedy Series,2020,FALSE,FX
137,black-ish,"Lead Actor, Comedy",2020,FALSE,ABC
138,black monday,"Lead Actor, Comedy",2020,FALSE,Showtime
139,the good place,"Lead Actor, Comedy",2020,FALSE,NBC
140,the kominsky method,"Lead Actor, Comedy",2020,FALSE,Netflix
141,schitt’s creek,"Lead Actor, Comedy",2020,TRUE,Pop TV
142,ramy,"Lead Actor, Comedy",2020,FALSE,Hulu
143,dead to me,"Lead Actress, Comedy",2020,FALSE,CBS
144,the marvelous mrs. maisel,"Lead Actress, Comedy",2020,FALSE,
145,dead to me,"Lead Actress, Comedy",2020,FALSE,CBS
146,schitt’s creek,"Lead Actress, Comedy",2020,TRUE,Pop TV
147,insecure,"Lead Actress, Comedy",2020,FALSE,HBO
148,black-ish,"Lead Actress, Comedy",2020,FALSE,ABC
